Date,Close,High,Low,Open,Volume
8/23/2022,296.4533386,298.8266602,287.9233398,291.4533386,63984900
8/24/2022,297.0966797,303.6466675,296.5,297.563324,57259800
8/25/2022,296.0700073,302.9599915,291.6000061,302.3599854,53230000
8/26/2022,288.0899963,302,287.4700012,297.4299927,57163900
8/29/2022,284.8200073,287.7399902,280.7000122,282.8299866,41864700
8/30/2022,277.7000122,288.480011,272.6499939,287.8699951,50541800
8/31/2022,275.6099854,281.25,271.8099976,280.6199951,52107300
9/1/2022,277.1600037,277.5799866,266.1499939,272.5799866,54287000
9/2/2022,270.2099915,282.3500061,269.0799866,281.0700073,50890100
9/6/2022,274.4200134,275.9899902,265.7399902,272.6799927,55860000
9/7/2022,283.7000122,283.8399963,272.269989,273.1000061,50028900
9/8/2022,289.2600098,289.5,279.7600098,281.2999878,53713100
9/9/2022,299.6799927,299.8500061,291.25,291.6700134,54338100
9/12/2022,304.4200134,305.4899902,300.3999939,300.7200012,48674600
9/13/2022,292.1300049,297.3999939,290.3999939,292.8999939,68229600
9/14/2022,302.6099854,306,291.6400146,292.2399902,72628700
9/15/2022,303.75,309.1199951,300.7200012,301.8299866,64795500
9/16/2022,303.3500061,303.7099915,295.6000061,299.6099854,87087800
9/19/2022,309.0700073,309.8399963,297.7999878,300.0899963,60231200
9/20/2022,308.730011,313.3299866,305.5799866,306.9100037,61642800
9/21/2022,300.7999878,313.7999878,300.6300049,308.2900085,62555700
9/22/2022,288.5899963,301.2900085,285.8200073,299.8599854,70545400
9/23/2022,275.3299866,284.5,272.8200073,283.0899963,63748400
9/26/2022,276.0100098,284.0899963,270.3099976,271.8299866,58076900
9/27/2022,282.9400024,288.6700134,277.5100098,283.8399963,61925200
9/28/2022,287.8099976,289,277.5700073,283.0799866,54664800
9/29/2022,268.2099915,283.6499939,265.7799988,282.7600098,77620600
9/30/2022,265.25,275.5700073,262.4700012,266.1499939,67726600
10/3/2022,242.3999939,255.1600037,241.0099945,254.5,98363500
10/4/2022,249.4400024,257.5,242.0099945,250.5200043,109578500
10/5/2022,240.8099976,246.6699982,233.2700043,245.0099945,86982700
10/6/2022,238.1300049,244.5800018,235.3500061,239.4400024,69298400
10/7/2022,223.0700073,234.5700073,222.0200043,233.9400024,83916800
10/10/2022,222.9600067,226.9900055,218.3600006,223.9299927,67925000
10/11/2022,216.5,225.75,215,220.9499969,77013200
10/12/2022,217.2400055,219.3000031,211.5099945,215.3300018,66860700
10/13/2022,221.7200012,222.9900055,206.2200012,208.3000031,91483000
10/14/2022,204.9900055,226.2599945,204.1600037,224.0099945,94124500
10/17/2022,219.3500061,221.8600006,209.4499969,210.0399933,79428800
10/18/2022,220.1900024,229.8200073,217.25,229.5,75891900
10/19/2022,222.0399933,222.9299927,217.7799988,219.8000031,66571500
10/20/2022,207.2799988,215.5500031,202,208.2799988,117798100
10/21/2022,214.4400024,214.6600037,203.8000031,206.4199982,75713800
10/24/2022,211.25,213.5,198.5899963,205.8200073,100446800
10/25/2022,222.4199982,224.3500061,210,210.1000061,96507900
10/26/2022,224.6399994,230.6000061,218.1999969,219.3999939,85012500
10/27/2022,225.0899963,233.8099976,222.8500061,229.7700043,61638800
10/28/2022,228.5200043,228.8600006,216.3500061,225.3999939,69152400
10/31/2022,227.5399933,229.8500061,221.9400024,226.1900024,61554300
11/1/2022,227.8200073,237.3999939,227.2799988,234.0500031,62688800
11/2/2022,214.9799957,227.8699951,214.8200073,226.0399933,63070300
11/3/2022,215.3099976,221.1999969,210.1399994,211.3600006,56538800
11/4/2022,207.4700012,223.8000031,203.0800018,222.6000061,98622200
11/7/2022,197.0800018,208.8999939,196.6600037,208.6499939,93916500
11/8/2022,191.3000031,195.1999969,186.75,194.0200043,128803400
11/9/2022,177.5899963,195.8899994,177.1199951,190.7799988,127062700
11/10/2022,190.7200012,191,180.0299988,189.8999939,132703000
11/11/2022,195.9700012,196.5200043,182.5899963,186,114403600
11/14/2022,190.9499969,195.7299957,186.3399963,192.7700043,92226600
11/15/2022,194.4199982,200.8200073,192.0599976,195.8800049,91293800
11/16/2022,186.9199982,192.5700073,185.6600037,191.5099945,66567600
11/17/2022,183.1699982,186.1600037,180.8999939,183.9600067,64336000
11/18/2022,180.1900024,185.1900024,176.5500031,185.0500031,76048900
11/21/2022,167.8699951,176.7700043,167.5399933,175.8500061,92882700
11/22/2022,169.9100037,170.9199982,166.1900024,168.6300049,78452300
11/23/2022,183.1999969,183.6199951,172.5,173.5700073,109536700
11/25/2022,182.8600006,185.1999969,180.6300049,185.0599976,50672700
11/28/2022,182.9199982,188.5,179,179.9600067,92905200
11/29/2022,180.8300018,186.3800049,178.75,184.9900055,83357100
11/30/2022,194.6999969,194.7599945,180.6300049,182.4299927,109186400
12/1/2022,194.6999969,198.9199982,191.8000031,197.0800018,80046200
12/2/2022,194.8600006,196.25,191.1100006,191.7799988,73645900
